GO.ID,Term,Annotated,Significant,Expected,raw.p.value,ontology,p_bon,uniform_log,p_log,rank,label,upper,lower,dataset
GO:0043574,peroxisomal transport,16,0,0.23,1,BP,1,0.35815407661050624,-0,9017,,0.36491540096117464,0.35147948539035817,SRR6998058_v2
GO:0043576,regulation of respiratory gaseous exchan...,11,0,0.16,1,BP,1,0.35810591264440345,-0,9018,,0.36486657119517235,0.35143198216528065,SRR6998058_v2
GO:0043578,nuclear matrix organization,3,0,0.04,1,BP,1,0.3580577540191708,-0,9019,,0.36481774685221563,0.3513844842000198,SRR6998058_v2
GO:0043584,nose development,9,0,0.13,1,BP,1,0.3580096007336238,-0,9020,,0.36476892793109483,0.3513369914934157,SRR6998058_v2
GO:0043585,nose morphogenesis,1,0,0.01,1,BP,1,0.3579614527865786,-0,9021,,0.36472011443060137,0.3512895040443088,SRR6998058_v2
GO:0043589,skin morphogenesis,6,0,0.09,1,BP,1,0.35791331017685146,-0,9022,,0.3646713063495266,0.3512420218515404,SRR6998058_v2
GO:0043602,nitrate catabolic process,1,0,0.01,1,BP,1,0.35786517290325937,-0,9023,,0.36462250368666255,0.3511945449139515,SRR6998058_v2
GO:0043606,formamide metabolic process,1,0,0.01,1,BP,1,0.3578170409646195,-0,9024,,0.3645737064408013,0.35114707323038413,SRR6998058_v2
GO:0043610,regulation of carbohydrate utilization,1,0,0.01,1,BP,1,0.35776891435974945,-0,9025,,0.36452491461073583,0.35109960679968033,SRR6998058_v2
GO:0043615,astrocyte cell migration,7,0,0.1,1,BP,1,0.3577207930874672,-0,9026,,0.3644761281952591,0.3510521456206826,SRR6998058_v2
GO:0043618,regulation of transcription from RNA pol...,46,0,0.66,1,BP,1,0.357672677146591,-0,9027,,0.36442734719316466,0.3510046896922338,SRR6998058_v2
GO:0043619,regulation of transcription from RNA pol...,10,0,0.14,1,BP,1,0.35762456653593994,-0,9028,,0.3643785716032464,0.3509572390131773,SRR6998058_v2
GO:0043620,regulation of DNA-templated transcriptio...,51,0,0.74,1,BP,1,0.35757646125433307,-0,9029,,0.3643298014242986,0.35090979358235685,SRR6998058_v2
GO:0043622,cortical microtubule organization,4,0,0.06,1,BP,1,0.3575283613005899,-0,9030,,0.364281036655116,0.35086235339861643,SRR6998058_v2
GO:0043628,ncRNA 3'-end processing,35,0,0.51,1,BP,1,0.3574802666735304,-0,9031,,0.3642322772944938,0.3508149184608003,SRR6998058_v2
GO:0043629,ncRNA polyadenylation,2,0,0.03,1,BP,1,0.35743217737197497,-0,9032,,0.36418352334122744,0.3507674887677536,SRR6998058_v2
GO:0043630,ncRNA polyadenylation involved in polyad...,1,0,0.01,1,BP,1,0.35738409339474436,-0,9033,,0.3641347747941129,0.35072006431832126,SRR6998058_v2
GO:0043633,polyadenylation-dependent RNA catabolic ...,8,0,0.12,1,BP,1,0.3573360147406597,-0,9034,,0.36408603165194636,0.350672645111349,SRR6998058_v2
GO:0043634,polyadenylation-dependent ncRNA cataboli...,7,0,0.1,1,BP,1,0.3572879414085425,-0,9035,,0.36403729391352474,0.3506252311456828,SRR6998058_v2
GO:0043648,dicarboxylic acid metabolic process,66,0,0.95,1,BP,1,0.3572398733972147,-0,9036,,0.363988561577645,0.35057782242016894,SRR6998058_v2
GO:0043649,dicarboxylic acid catabolic process,7,0,0.1,1,BP,1,0.3571918107054986,-0,9037,,0.36393983464310475,0.35053041893365433,SRR6998058_v2
GO:0043650,dicarboxylic acid biosynthetic process,11,0,0.16,1,BP,1,0.357143753332217,-0,9038,,0.36389111310870187,0.3504830206849857,SRR6998058_v2
GO:0043651,linoleic acid metabolic process,3,0,0.04,1,BP,1,0.3570957012761928,-0,9039,,0.36384239697323467,0.35043562767301106,SRR6998058_v2
GO:0043654,recognition of apoptotic cell,3,0,0.04,1,BP,1,0.35704765453624965,-0,9040,,0.3637936862355019,0.35038823989657797,SRR6998058_v2
GO:0043666,regulation of phosphoprotein phosphatase...,42,0,0.61,1,BP,1,0.35699961311121137,-0,9041,,0.3637449808943026,0.3503408573545347,SRR6998058_v2
GO:0043686,co-translational protein modification,3,0,0.04,1,BP,1,0.3569515769999022,-0,9042,,0.3636962809484364,0.35029348004572997,SRR6998058_v2
GO:0043687,post-translational protein modification,21,0,0.3,1,BP,1,0.35690354620114684,-0,9043,,0.36364758639670325,0.3502461079690128,SRR6998058_v2
GO:0043922,negative regulation by host of viral tra...,9,0,0.13,1,BP,1,0.3568555207137703,-0,9044,,0.3635988972379034,0.3501987411232325,SRR6998058_v2
GO:0043928,exonucleolytic nuclear-transcribed mRNA ...,10,0,0.14,1,BP,1,0.3568075005365981,-0,9045,,0.3635502134708375,0.35015137950723907,SRR6998058_v2
GO:0043931,ossification involved in bone maturation,11,0,0.16,1,BP,1,0.356759485668456,-0,9046,,0.36350153509430666,0.35010402311988253,SRR6998058_v2
GO:0043946,positive regulation of catalytic activit...,1,0,0.01,1,BP,1,0.3567114761081701,-0,9047,,0.3634528621071126,0.35005667196001344,SRR6998058_v2
GO:0043947,positive regulation by host of symbiont ...,1,0,0.01,1,BP,1,0.3566634718545672,-0,9048,,0.363404194508057,0.3500093260264827,SRR6998058_v2
GO:0043951,negative regulation of cAMP-mediated sig...,19,0,0.27,1,BP,1,0.3566154729064743,-0,9049,,0.3633555322959422,0.34996198531814166,SRR6998058_v2
GO:0043966,histone H3 acetylation,62,0,0.9,1,BP,1,0.3565674792627186,-0,9050,,0.363306875469571,0.349914649833842,SRR6998058_v2
GO:0043967,histone H4 acetylation,58,0,0.84,1,BP,1,0.356519490922128,-0,9051,,0.36325822402774655,0.3498673195724359,SRR6998058_v2
GO:0043968,histone H2A acetylation,17,0,0.25,1,BP,1,0.35647150788353055,-0,9052,,0.36320957796927217,0.34981999453277557,SRR6998058_v2
GO:0043969,histone H2B acetylation,3,0,0.04,1,BP,1,0.35642353014575495,-0,9053,,0.36316093729295185,0.34977267471371404,SRR6998058_v2
GO:0043970,histone H3-K9 acetylation,13,0,0.19,1,BP,1,0.35637555770763,-0,9054,,0.3631123019975898,0.3497253601141044,SRR6998058_v2
GO:0043972,histone H3-K23 acetylation,1,0,0.01,1,BP,1,0.35632759056798513,-0,9055,,0.363063672081991,0.34967805073280045,SRR6998058_v2
GO:0043973,histone H3-K4 acetylation,1,0,0.01,1,BP,1,0.35627962872565,-0,9056,,0.36301504754496017,0.3496307465686559,SRR6998058_v2
GO:0043974,histone H3-K27 acetylation,3,0,0.04,1,BP,1,0.35623167217945473,-0,9057,,0.3629664283853031,0.3495834476205252,SRR6998058_v2
GO:0043977,histone H2A-K5 acetylation,1,0,0.01,1,BP,1,0.35618372092822975,-0,9058,,0.3629178146018254,0.349536153887263,SRR6998058_v2
GO:0043979,histone H2B-K5 acetylation,1,0,0.01,1,BP,1,0.356135774970806,-0,9059,,0.36286920619333357,0.3494888653677245,SRR6998058_v2
GO:0043980,histone H2B-K12 acetylation,1,0,0.01,1,BP,1,0.3560878343060147,-0,9060,,0.3628206031586342,0.34944158206076525,SRR6998058_v2
GO:0043981,histone H4-K5 acetylation,15,0,0.22,1,BP,1,0.35603989893268756,-0,9061,,0.3627720054965343,0.349394303965241,SRR6998058_v2
GO:0043982,histone H4-K8 acetylation,15,0,0.22,1,BP,1,0.3559919688496565,-0,9062,,0.36272341320584145,0.3493470310800081,SRR6998058_v2
GO:0043983,histone H4-K12 acetylation,8,0,0.12,1,BP,1,0.3559440440557541,-0,9063,,0.36267482628536346,0.34929976340392277,SRR6998058_v2
GO:0043984,histone H4-K16 acetylation,20,0,0.29,1,BP,1,0.355896124549813,-0,9064,,0.3626262447339085,0.34925250093584265,SRR6998058_v2
GO:0043985,histone H4-R3 methylation,3,0,0.04,1,BP,1,0.3558482103306665,-0,9065,,0.36257766855028534,0.3492052436746247,SRR6998058_v2
GO:0043987,histone H3-S10 phosphorylation,4,0,0.06,1,BP,1,0.3558003013971482,-0,9066,,0.36252909773330294,0.34915799161912653,SRR6998058_v2
GO:0043988,histone H3-S28 phosphorylation,3,0,0.04,1,BP,1,0.355752397748092,-0,9067,,0.36248053228177085,0.3491107447682067,SRR6998058_v2
GO:0043990,histone H2A-S1 phosphorylation,1,0,0.01,1,BP,1,0.35570449938233223,-0,9068,,0.3624319721944988,0.34906350312072343,SRR6998058_v2
GO:0044003,modification by symbiont of host morphol...,27,0,0.39,1,BP,1,0.3556566062987037,-0,9069,,0.3623834174702971,0.3490162666755356,SRR6998058_v2
GO:0044004,disruption by symbiont of host cell,4,0,0.06,1,BP,1,0.3556087184960416,-0,9070,,0.3623348681079764,0.34896903543150265,SRR6998058_v2
GO:0044028,DNA hypomethylation,2,0,0.03,1,BP,1,0.3555608359731812,-0,9071,,0.3622863241063475,0.34892180938748396,SRR6998058_v2
GO:0044029,hypomethylation of CpG island,2,0,0.03,1,BP,1,0.3555129587289586,-0,9072,,0.3622377854642221,0.3488745885423398,SRR6998058_v2
GO:0044033,multi-organism metabolic process,1,0,0.01,1,BP,1,0.35546508676221006,-0,9073,,0.3621892521804118,0.3488273728949303,SRR6998058_v2
GO:0044035,multi-organism catabolic process,1,0,0.01,1,BP,1,0.35541722007177223,-0,9074,,0.3621407242537289,0.3487801624441166,SRR6998058_v2
GO:0044036,cell wall macromolecule metabolic proces...,2,0,0.03,1,BP,1,0.35536935865648206,-0,9075,,0.362092201682986,0.3487329571887594,SRR6998058_v2
GO:0044038,cell wall macromolecule biosynthetic pro...,1,0,0.01,1,BP,1,0.3553215025151771,-0,9076,,0.3620436844669961,0.3486857571277205,SRR6998058_v2
GO:0044053,translocation of peptides or proteins in...,1,0,0.01,1,BP,1,0.35527365164669505,-0,9077,,0.3619951726045725,0.3486385622598617,SRR6998058_v2
GO:0044065,regulation of respiratory system process,9,0,0.13,1,BP,1,0.35522580604987425,-0,9078,,0.3619466660945289,0.34859137258404527,SRR6998058_v2
GO:0044068,modulation by symbiont of host cellular ...,16,0,0.23,1,BP,1,0.3551779657235532,-0,9079,,0.3618981649356796,0.3485441880991338,SRR6998058_v2
GO:0044107,cellular alcohol metabolic process,4,0,0.06,1,BP,1,0.35513013066657095,-0,9080,,0.36184966912683925,0.3484970088039904,SRR6998058_v2
GO:0044108,cellular alcohol biosynthetic process,4,0,0.06,1,BP,1,0.3550823008777667,-0,9081,,0.3618011786668226,0.34844983469747837,SRR6998058_v2
GO:0044110,growth involved in symbiotic interaction,2,0,0.03,1,BP,1,0.35503447635598034,-0,9082,,0.36175269355444506,0.3484026657784616,SRR6998058_v2
GO:0044111,development involved in symbiotic intera...,1,0,0.01,1,BP,1,0.3549866571000519,-0,9083,,0.3617042137885224,0.34835550204580407,SRR6998058_v2
GO:0044115,development of symbiont involved in inte...,1,0,0.01,1,BP,1,0.35493884310882196,-0,9084,,0.36165573936787077,0.3483083434983705,SRR6998058_v2
GO:0044116,growth of symbiont involved in interacti...,2,0,0.03,1,BP,1,0.35489103438113123,-0,9085,,0.3616072702913065,0.34826119013502566,SRR6998058_v2
GO:0044117,growth of symbiont in host,2,0,0.03,1,BP,1,0.3548432309158212,-0,9086,,0.3615588065576468,0.34821404195463473,SRR6998058_v2
GO:0044145,modulation of development of symbiont in...,1,0,0.01,1,BP,1,0.3547954327117334,-0,9087,,0.36151034816570876,0.34816689895606356,SRR6998058_v2
GO:0044147,negative regulation of development of sy...,1,0,0.01,1,BP,1,0.35474763976770995,-0,9088,,0.3614618951143101,0.34811976113817794,SRR6998058_v2
GO:0044154,histone H3-K14 acetylation,10,0,0.14,1,BP,1,0.35469985208259314,-0,9089,,0.3614134474022689,0.3480726284998445,SRR6998058_v2
GO:0044205,'de novo' UMP biosynthetic process,1,0,0.01,1,BP,1,0.35465206965522583,-0,9090,,0.36136500502840374,0.3480255010399297,SRR6998058_v2
GO:0044206,UMP salvage,1,0,0.01,1,BP,1,0.35460429248445124,-0,9091,,0.3613165679915334,0.3479783787573009,SRR6998058_v2
GO:0044208,'de novo' AMP biosynthetic process,3,0,0.04,1,BP,1,0.35455652056911285,-0,9092,,0.3612681362904771,0.3479312616508256,SRR6998058_v2
GO:0044209,AMP salvage,1,0,0.01,1,BP,1,0.35450875390805464,-0,9093,,0.36121970992405456,0.34788414971937154,SRR6998058_v2
GO:0044241,lipid digestion,7,0,0.1,1,BP,1,0.354460992500121,-0,9094,,0.36117128889108574,0.34783704296180706,SRR6998058_v2
GO:0044247,cellular polysaccharide catabolic proces...,17,0,0.25,1,BP,1,0.3544132363441565,-0,9095,,0.36112287319039105,0.34778994137700087,SRR6998058_v2
GO:0044272,sulfur compound biosynthetic process,62,0,0.9,1,BP,1,0.35436548543900637,-0,9096,,0.3610744628207914,0.3477428449638218,SRR6998058_v2
GO:0044273,sulfur compound catabolic process,17,0,0.25,1,BP,1,0.35431773978351594,-0,9097,,0.361026057781108,0.34769575372113926,SRR6998058_v2
GO:0044275,cellular carbohydrate catabolic process,28,0,0.4,1,BP,1,0.35426999937653114,-0,9098,,0.3609776580701624,0.34764866764782315,SRR6998058_v2
GO:0044282,small molecule catabolic process,223,0,3.22,1,BP,1,0.35422226421689823,-0,9099,,0.36092926368677647,0.34760158674274333,SRR6998058_v2
GO:0044313,protein K6-linked deubiquitination,2,0,0.03,1,BP,1,0.35417453430346374,-0,9100,,0.36088087462977275,0.34755451100477047,SRR6998058_v2
GO:0044314,protein K27-linked ubiquitination,3,0,0.04,1,BP,1,0.3541268096350747,-0,9101,,0.36083249089797403,0.34750744043277537,SRR6998058_v2
GO:0044319,"wound healing, spreading of cells",19,0,0.27,1,BP,1,0.35407909021057843,-0,9102,,0.36078411249020326,0.34746037502562926,SRR6998058_v2
GO:0044320,cellular response to leptin stimulus,13,0,0.19,1,BP,1,0.3540313760288228,-0,9103,,0.36073573940528414,0.34741331478220366,SRR6998058_v2
GO:0044321,response to leptin,15,0,0.22,1,BP,1,0.3539836670886558,-0,9104,,0.36068737164204057,0.3473662597013707,SRR6998058_v2
GO:0044324,regulation of transcription involved in ...,1,0,0.01,1,BP,1,0.3539359633889261,-0,9105,,0.3606390091992967,0.34731920978200265,SRR6998058_v2
GO:0044328,canonical Wnt signaling pathway involved...,1,0,0.01,1,BP,1,0.35388826492848235,-0,9106,,0.3605906520758776,0.34727216502297226,SRR6998058_v2
GO:0044329,canonical Wnt signaling pathway involved...,1,0,0.01,1,BP,1,0.353840571706174,-0,9107,,0.36054230027060796,0.34722512542315254,SRR6998058_v2
GO:0044330,canonical Wnt signaling pathway involved...,1,0,0.01,1,BP,1,0.3537928837208507,-0,9108,,0.3604939537823135,0.34717809098141705,SRR6998058_v2
GO:0044331,cell-cell adhesion mediated by cadherin,13,0,0.19,1,BP,1,0.3537452009713624,-0,9109,,0.36044561260982,0.3471310616966395,SRR6998058_v2
GO:0044332,Wnt signaling pathway involved in dorsal...,1,0,0.01,1,BP,1,0.35369752345655947,-0,9110,,0.3603972767519537,0.347084037567694,SRR6998058_v2
GO:0044335,canonical Wnt signaling pathway involved...,1,0,0.01,1,BP,1,0.3536498511752928,-0,9111,,0.3603489462075413,0.3470370185934555,SRR6998058_v2
GO:0044336,canonical Wnt signaling pathway involved...,4,0,0.06,1,BP,1,0.35360218412641353,-0,9112,,0.3603006209754099,0.34699000477279845,SRR6998058_v2
GO:0044337,canonical Wnt signaling pathway involved...,2,0,0.03,1,BP,1,0.35355452230877316,-0,9113,,0.36025230105438666,0.3469429961045985,SRR6998058_v2
GO:0044338,canonical Wnt signaling pathway involved...,1,0,0.01,1,BP,1,0.3535068657212236,-0,9114,,0.36020398644329965,0.3468959925877312,SRR6998058_v2
GO:0044339,canonical Wnt signaling pathway involved...,1,0,0.01,1,BP,1,0.3534592143626172,-0,9115,,0.3601556771409769,0.3468489942210726,SRR6998058_v2
GO:0044341,sodium-dependent phosphate transport,2,0,0.03,1,BP,1,0.35341156823180653,-0,9116,,0.3601073731462471,0.3468020010034992,SRR6998058_v2
GO:0044342,type B pancreatic cell proliferation,19,0,0.27,1,BP,1,0.35336392732764477,-0,9117,,0.36005907445793905,0.3467550129338877,SRR6998058_v2
GO:0044346,fibroblast apoptotic process,19,0,0.27,1,BP,1,0.35331629164898526,-0,9118,,0.36001078107488216,0.3467080300111152,SRR6998058_v2
GO:0044351,macropinocytosis,9,0,0.13,1,BP,1,0.35326866119468187,-0,9119,,0.3599624929959062,0.34666105223405935,SRR6998058_v2
GO:0044359,modulation of molecular function in othe...,4,0,0.06,1,BP,1,0.3532210359635887,-0,9120,,0.3599142102198414,0.3466140796015979,SRR6998058_v2
GO:0044362,negative regulation of molecular functio...,3,0,0.04,1,BP,1,0.35317341595456037,-0,9121,,0.359865932745518,0.3465671121126092,SRR6998058_v2
GO:0044364,disruption of cells of other organism,28,0,0.4,1,BP,1,0.35312580116645176,-0,9122,,0.359817660571767,0.34652014976597195,SRR6998058_v2
GO:0044375,regulation of peroxisome size,3,0,0.04,1,BP,1,0.35307819159811826,-0,9123,,0.3597693936974198,0.34647319256056497,SRR6998058_v2
GO:0044379,protein localization to actin cortical p...,1,0,0.01,1,BP,1,0.3530305872484156,-0,9124,,0.3597211321213079,0.34642624049526766,SRR6998058_v2
GO:0044380,protein localization to cytoskeleton,56,0,0.81,1,BP,1,0.35298298811619966,-0,9125,,0.3596728758422635,0.3463792935689599,SRR6998058_v2
GO:0044387,negative regulation of protein kinase ac...,7,0,0.1,1,BP,1,0.35293539420032705,-0,9126,,0.35962462485911884,0.34633235178052163,SRR6998058_v2
GO:0044395,protein targeting to vacuolar membrane,1,0,0.01,1,BP,1,0.35288780549965443,-0,9127,,0.35957637917070684,0.3462854151288333,SRR6998058_v2
GO:0044396,actin cortical patch organization,5,0,0.07,1,BP,1,0.35284022201303916,-0,9128,,0.35952813877586065,0.34623848361277587,SRR6998058_v2
GO:0044409,entry into host,47,0,0.68,1,BP,1,0.3527926437393387,-0,9129,,0.35947990367341387,0.34619155723123063,SRR6998058_v2
GO:0044413,avoidance of host defenses,3,0,0.04,1,BP,1,0.35274507067741107,-0,9130,,0.35943167386220054,0.34614463598307876,SRR6998058_v2
GO:0044415,evasion or tolerance of host defenses,3,0,0.04,1,BP,1,0.3526975028261145,-0,9131,,0.35938344934105493,0.3460977198672026,SRR6998058_v2
GO:0044417,translocation of molecules into host,8,0,0.12,1,BP,1,0.3526499401843078,-0,9132,,0.35933523010881185,0.3460508088824842,SRR6998058_v2
GO:0044458,motile cilium assembly,14,0,0.2,1,BP,1,0.35260238275084993,-0,9133,,0.35928701616430625,0.34600390302780637,SRR6998058_v2
GO:0044467,glial cell-derived neurotrophic factor s...,1,0,0.01,1,BP,1,0.3525548305246004,-0,9134,,0.35923880750637377,0.34595700230205206,SRR6998058_v2
GO:0044501,modulation of signal transduction in oth...,1,0,0.01,1,BP,1,0.35250728350441896,-0,9135,,0.3591906041338502,0.3459101067041047,SRR6998058_v2
GO:0044528,regulation of mitochondrial mRNA stabili...,4,0,0.06,1,BP,1,0.35245974168916583,-0,9136,,0.3591424060455719,0.345863216232848,SRR6998058_v2
GO:0044531,modulation of programmed cell death in o...,6,0,0.09,1,BP,1,0.35241220507770166,-0,9137,,0.35909421324037544,0.3458163308871663,SRR6998058_v2
GO:0044532,modulation of apoptotic process in other...,6,0,0.09,1,BP,1,0.35236467366888735,-0,9138,,0.359046025717098,0.3457694506659439,SRR6998058_v2
GO:0044533,positive regulation of apoptotic process...,4,0,0.06,1,BP,1,0.3523171474615841,-0,9139,,0.35899784347457675,0.3457225755680656,SRR6998058_v2
GO:0044546,NLRP3 inflammasome complex assembly,14,0,0.2,1,BP,1,0.35226962645465376,-0,9140,,0.3589496665116497,0.3456757055924168,SRR6998058_v2
GO:0044550,secondary metabolite biosynthetic proces...,13,0,0.19,1,BP,1,0.3522221106469583,-0,9141,,0.35890149482715494,0.34562884073788297,SRR6998058_v2
GO:0044557,relaxation of smooth muscle,5,0,0.07,1,BP,1,0.35217460003736023,-0,9142,,0.35885332841993095,0.3455819810033502,SRR6998058_v2
GO:0044565,dendritic cell proliferation,2,0,0.03,1,BP,1,0.3521270946247222,-0,9143,,0.35880516728881695,0.34553512638770484,SRR6998058_v2
GO:0044571,[2Fe-2S] cluster assembly,3,0,0.04,1,BP,1,0.3520795944079076,-0,9144,,0.3587570114326519,0.34548827688983336,SRR6998058_v2
GO:0044597,daunorubicin metabolic process,5,0,0.07,1,BP,1,0.35203209938577984,-0,9145,,0.3587088608502757,0.34544143250862297,SRR6998058_v2
GO:0044598,doxorubicin metabolic process,5,0,0.07,1,BP,1,0.3519846095572029,-0,9146,,0.35866071554052836,0.345394593242961,SRR6998058_v2
GO:0044648,histone H3-K4 dimethylation,1,0,0.01,1,BP,1,0.35193712492104107,-0,9147,,0.3586125755022505,0.3453477590917353,SRR6998058_v2
GO:0044691,tooth eruption,4,0,0.06,1,BP,1,0.3518896454761591,-0,9148,,0.3585644407342829,0.3453009300538341,SRR6998058_v2
GO:0044721,"protein import into peroxisome matrix, s...",1,0,0.01,1,BP,1,0.3518421712214219,-0,9149,,0.35851631123546657,0.34525410612814583,SRR6998058_v2
GO:0044725,chromatin reprogramming in the zygote,2,0,0.03,1,BP,1,0.35179470215569497,-0,9150,,0.35846818700464345,0.3452072873135592,SRR6998058_v2
GO:0044726,protection of DNA demethylation of femal...,1,0,0.01,1,BP,1,0.35174723827784415,-0,9151,,0.35842006804065524,0.3451604736089638,SRR6998058_v2
GO:0044727,DNA demethylation of male pronucleus,1,0,0.01,1,BP,1,0.35169977958673543,-0,9152,,0.3583719543423446,0.3451136650132488,SRR6998058_v2
GO:0044743,protein transmembrane import into intrac...,37,0,0.53,1,BP,1,0.35165232608123553,-0,9153,,0.35832384590855404,0.34506686152530464,SRR6998058_v2
GO:0044764,multi-organism cellular process,31,0,0.45,1,BP,1,0.3516048777602112,-0,9154,,0.35827574273812685,0.34502006314402134,SRR6998058_v2
GO:0044766,multi-organism transport,17,0,0.25,1,BP,1,0.3515574346225299,-0,9155,,0.35822764482990643,0.3449732698682895,SRR6998058_v2
GO:0044771,meiotic cell cycle phase transition,5,0,0.07,1,BP,1,0.35150999666705907,-0,9156,,0.35817955218273667,0.3449264816970005,SRR6998058_v2
GO:0044773,mitotic DNA damage checkpoint,50,0,0.72,1,BP,1,0.3514625638926669,-0,9157,,0.3581314647954619,0.34487969862904555,SRR6998058_v2
GO:0044774,mitotic DNA integrity checkpoint,57,0,0.82,1,BP,1,0.3514151362982217,-0,9158,,0.3580833826669267,0.3448329206633165,SRR6998058_v2
GO:0044778,meiotic DNA integrity checkpoint,1,0,0.01,1,BP,1,0.3513677138825922,-0,9159,,0.3580353057959762,0.34478614779870537,SRR6998058_v2
GO:0044779,meiotic spindle checkpoint,1,0,0.01,1,BP,1,0.35132029664464753,-0,9160,,0.3579872341814558,0.3447393800341048,SRR6998058_v2
GO:0044783,G1 DNA damage checkpoint,19,0,0.27,1,BP,1,0.35127288458325734,-0,9161,,0.35793916782221114,0.34469261736840756,SRR6998058_v2
GO:0044785,metaphase/anaphase transition of meiotic...,2,0,0.03,1,BP,1,0.35122547769729134,-0,9162,,0.35789110671708846,0.34464585980050705,SRR6998058_v2
GO:0044786,cell cycle DNA replication,43,0,0.62,1,BP,1,0.35117807598561984,-0,9163,,0.3578430508649343,0.34459910732929677,SRR6998058_v2
GO:0044789,modulation by host of viral release from...,6,0,0.09,1,BP,1,0.3511306794471134,-0,9164,,0.3577950002645957,0.3445523599536705,SRR6998058_v2
GO:0044790,negative regulation by host of viral rel...,1,0,0.01,1,BP,1,0.35108328808064304,-0,9165,,0.3577469549149198,0.3445056176725228,SRR6998058_v2
GO:0044791,positive regulation by host of viral rel...,6,0,0.09,1,BP,1,0.35103590188508016,-0,9166,,0.3576989148147544,0.3444588804847483,SRR6998058_v2
GO:0044793,negative regulation by host of viral pro...,7,0,0.1,1,BP,1,0.35098852085929644,-0,9167,,0.35765087996294737,0.34441214838924183,SRR6998058_v2
GO:0044800,multi-organism membrane fusion,3,0,0.04,1,BP,1,0.35094114500216383,-0,9168,,0.3576028503583473,0.344365421384899,SRR6998058_v2
GO:0044803,multi-organism membrane organization,6,0,0.09,1,BP,1,0.35089377431255503,-0,9169,,0.35755482599980304,0.34431869947061544,SRR6998058_v2
GO:0044804,autophagy of nucleus,5,0,0.07,1,BP,1,0.3508464087893427,-0,9170,,0.3575068068861636,0.3442719826452875,SRR6998058_v2
GO:0044805,late nucleophagy,3,0,0.04,1,BP,1,0.35079904843140014,-0,9171,,0.35745879301627864,0.34422527090781146,SRR6998058_v2
GO:0044806,G-quadruplex DNA unwinding,6,0,0.09,1,BP,1,0.35075169323760075,-0,9172,,0.35741078438899815,0.3441785642570842,SRR6998058_v2
GO:0044818,mitotic G2/M transition checkpoint,27,0,0.39,1,BP,1,0.35070434320681865,-0,9173,,0.35736278100317226,0.3441318626920027,SRR6998058_v2
GO:0044819,mitotic G1/S transition checkpoint,19,0,0.27,1,BP,1,0.35065699833792807,-0,9174,,0.35731478285765195,0.344085166211465,SRR6998058_v2
GO:0044821,meiotic telomere tethering at nuclear pe...,2,0,0.03,1,BP,1,0.3506096586298037,-0,9175,,0.357266789951288,0.34403847481436856,SRR6998058_v2
GO:0044828,negative regulation by host of viral gen...,7,0,0.1,1,BP,1,0.35056232408132054,-0,9176,,0.3572188022829321,0.34399178849961204,SRR6998058_v2
GO:0044830,modulation by host of viral RNA genome r...,3,0,0.04,1,BP,1,0.35051499469135394,-0,9177,,0.357170819851436,0.34394510726609373,SRR6998058_v2
GO:0044837,actomyosin contractile ring organization,5,0,0.07,1,BP,1,0.3504676704587798,-0,9178,,0.3571228426556518,0.3438984311127129,SRR6998058_v2
GO:0044838,cell quiescence,3,0,0.04,1,BP,1,0.3504203513824742,-0,9179,,0.3570748706944321,0.3438517600383688,SRR6998058_v2
GO:0044839,cell cycle G2/M phase transition,111,0,1.6,1,BP,1,0.35037303746131365,-0,9180,,0.35702690396663,0.343805094041961,SRR6998058_v2
GO:0044849,estrous cycle,5,0,0.07,1,BP,1,0.350325728694175,-0,9181,,0.3569789424710987,0.3437584331223899,SRR6998058_v2
GO:0044854,plasma membrane raft assembly,4,0,0.06,1,BP,1,0.3502784250799355,-0,9182,,0.3569309862066918,0.3437117772785557,SRR6998058_v2
GO:0044855,plasma membrane raft distribution,2,0,0.03,1,BP,1,0.3502311266174728,-0,9183,,0.35688303517226355,0.3436651265093592,SRR6998058_v2
GO:0044856,plasma membrane raft localization,2,0,0.03,1,BP,1,0.3501838333056649,-0,9184,,0.35683508936666836,0.34361848081370167,SRR6998058_v2
GO:0044857,plasma membrane raft organization,5,0,0.07,1,BP,1,0.35013654514339,-0,9185,,0.35678714878876105,0.34357184019048453,SRR6998058_v2
GO:0044858,plasma membrane raft polarization,1,0,0.01,1,BP,1,0.35008926212952696,-0,9186,,0.3567392134373968,0.34352520463860964,SRR6998058_v2
GO:0044860,protein localization to plasma membrane ...,3,0,0.04,1,BP,1,0.35004198426295474,-0,9187,,0.3566912833114312,0.3434785741569794,SRR6998058_v2
GO:0044861,protein transport into plasma membrane r...,2,0,0.03,1,BP,1,0.3499947115425529,-0,9188,,0.35664335840972017,0.34343194874449623,SRR6998058_v2
GO:0044868,modulation by host of viral molecular fu...,1,0,0.01,1,BP,1,0.34994744396720107,-0,9189,,0.3565954387311201,0.3433853284000631,SRR6998058_v2
GO:0044872,lipoprotein localization,11,0,0.16,1,BP,1,0.3499001815357796,-0,9190,,0.35654752427448755,0.34333871312258313,SRR6998058_v2
GO:0044878,mitotic cytokinesis checkpoint,2,0,0.03,1,BP,1,0.349852924247169,-0,9191,,0.3564996150386798,0.34329210291096024,SRR6998058_v2
GO:0045002,double-strand break repair via single-st...,5,0,0.07,1,BP,1,0.3498056721002501,-0,9192,,0.3564517110225541,0.34324549776409846,SRR6998058_v2
